,latitude,longitude,overall_avg_temp
0,28.33,82.6,14.811074606433952
1,27.3293889,92.4360113,9.641745379876797
2,27.4177713,92.2255891,9.641745379876797
3,27.3688993,92.2394672,9.641745379876797
4,19.6297,-155.43,18.437775496235457
5,-4.69057,145.975,28.425338809034905
6,39.9385466,116.1172766,11.861409993155373
7,28.85032,112.943344,18.187111567419574
8,23.666667,116.633333,22.771108829568785
9,30.605768,103.970947,17.139062286105407
10,26.08904,119.294243,19.780588637919234
11,23.1253503,112.9476548,23.3117453798768
12,31.873593,117.223663,16.87265571526352
13,36.690777,116.997299,13.283456536618752
14,25.049711,102.72274,15.711519507186857
15,24.3522958,115.8903375,20.9050855578371
16,28.706609,115.857468,18.78343600273785
17,41.8049906,123.1563167,7.908959616700891
18,31.3280439,120.364116,17.14492813141684
19,28.005496,120.701179,18.2460848733744
20,34.228154,108.960571,11.972361396303903
21,24.49421,118.08918,21.80422313483915
22,21.7895612,111.966667,23.173442847364818
23,32.4171449,119.209227,16.487843942505133
24,-19.5907,47.1211,17.06558521560575
25,27.375914,92.409383,9.641745379876797
26,27.2029222,92.3970446,19.66266255989049
27,27.1285861,92.2578307,19.66266255989049
28,-17.0329,130.379,27.70375770020534
29,39.98005,63.32233,15.95472963723477
30,51.17,71.454,3.724223134839152
31,42.0,74.0,1.3111978097193702
32,38.8213,68.5549,3.4223956194387406
33,39.1486,69.2422,2.95570841889117
34,0.02193,-70.808,25.258870636550306
35,7.52721,-76.7476,25.723319644079396
36,0.71489,-79.0508,20.546324435318276
37,1.32382,-70.1939,25.188343600273782
38,6.19829,-69.8197,28.77438056125941
39,10.9286,-73.4056,24.892505133470223
40,5.23658,-77.1533,24.928596851471596
41,4.8791,-76.0749,21.741286789869953
42,4.25877,-77.3566,26.79496919917864
43,10.7018,-73.6363,22.868706365503076
44,1.00313,-76.8606,17.87933607118412
45,0.58622,-69.8359,25.283045859000683
46,0.88778,-69.5659,25.425133470225873
47,1.14537,-76.8931,17.87933607118412
48,10.9485,-73.8043,22.444982888432584
49,0.92316,-75.3475,24.95665297741273
50,-0.14459,-70.0749,25.395989048596853
51,0.50714,-69.5032,25.497529089664614
52,2.61516,-76.31254,14.81088980150582
53,-1.169535,-71.60524,25.406194387405883
54,-0.459785,-75.5547,25.038391512662557
55,0.436515,-70.184,25.283045859000683
56,-0.59023,-70.3853,25.447837097878168
57,6.8867,-72.097,25.44524982888432
58,1.07554,-69.5705,25.425133470225873
59,-2.34495,-70.9559,25.571101984941823
60,8.5,-78.0,26.6033607118412
61,-0.76075,-71.0033,25.590520191649556
62,0.31776,-78.3729,13.068925393566051
63,13.5878,76.1198,23.725331964407943
64,9.59208,76.7651,24.659137577002053
65,10.520219,78.825989,27.73507871321013
66,16.4529,78.7024,26.477891854893905
67,3.83331,102.081,24.7621492128679
68,20.2463,101.671,22.845783709787817
69,40.4414,-1.11788,11.617392197125255
70,17.9344,76.6665,25.68520191649555
71,49.873398,15.10437,9.589514031485285
72,48.649,12.4676,9.533100616016428
73,48.2452,-3.78934,12.458672142368243
74,41.453,1.569,16.44770020533881
75,59.0,50.0,1.756262833675565
76,48.0,2.0,12.344380561259412
77,51.8439,18.6255,9.598754277891855
78,21.0,85.0,25.849931553730322
79,52.0,5.0,11.136830937713896
80,54.8655,9.36284,9.618097193702944
81,40.0,45.0,8.477330595482547
82,25.0,67.0,26.16570841889117
83,43.0464,12.6489,14.374449007529089
84,39.91,-8.1,14.879801505817932
85,53.0,-1.0,9.883299110198495
86,38.36,23.13,17.026269678302533
87,59.800634,17.389526,6.914572210814511
88,20.681188,105.774071,23.160321697467484
89,31.9313,91.7062,-1.7582272416153317
90,34.5177,100.485,-0.07979466119096512
91,26.91,98.94,10.53201232032854
92,20.7926,93.9665,22.513093771389464
93,24.1726,98.3643,19.603456536618754
94,28.00792,98.49449,7.2755852156057506
95,28.4993,96.8803,5.244140999315538
96,29.4473,95.6472,6.8166119096509235
97,28.61433,94.066429,12.471943874058866
98,27.37384,128.6187,23.55366187542779
99,37.8632119,112.4024883,8.999952087611225
100,2.55849,-76.582,18.715564681724846
101,2.55149,-76.6379,18.715564681724846
102,25.4333,94.5803,18.35284736481862
103,44.0,39.33,13.07292950034223
104,43.633654,142.46167,5.36129363449692
105,43.2787,-1.31622,14.727987679671457
106,42.1206,46.0332,6.28570841889117
107,36.2161,74.8236,-3.49167008898015
108,58.55,25.82,6.3922450376454485
109,41.850397,43.78613,10.413169062286105
110,56.046173,156.30704,0.3456536618754278
111,35.0,135.0,14.259185489390829
112,11.8,13.13,28.488370978781656
113,-3.47037,132.678,27.822012320328543
114,15.3788,-89.2452,24.805503080082133
115,63.7551,87.5466,-4.446940451745381
116,37.54,126.98,12.064989733059548
117,28.6416,84.0515,8.025414099931552
118,-38.7392,-71.277,6.710793976728269
119,48.32397,106.28874,0.4150444900752908
120,52.59,140.681,-1.9052772073921975
121,50.6319,125.017,-0.4587679671457901
122,-8.25605,37.624,25.233312799452428
123,34.916974,-3.430616,19.37208076659822
124,14.192,100.671,27.908884325804248
125,39.8667,32.8667,10.884353182751541
126,21.5461,103.164,20.659979466119097
127,29.9446,-110.681,20.916639288158795
128,64.218,154.375,-10.183045859000684
129,40.0209,116.228,11.861409993155373
130,42.317,21.3837,10.834079397672827
131,41.9026,12.4502,16.751471594798083
132,36.33,-109.38,11.695653661875427
133,11.1513,8.7804,24.41000684462697
134,37.54,126.98,12.064989733059548
135,25.266667,110.283333,18.10183436002738
136,45.846595,126.551056,4.089069130732375
137,30.071111,118.592222,15.194312114989733
138,27.733333,111.9281883,17.585564681724847
139,32.0989607,118.4575646,16.795817932922656
140,37.130642,122.434269,13.381827515400412
141,24.3479,97.7438,22.381026694045172
142,24.2142,97.9183,19.603456536618754
143,-9.13708,34.9083,17.725160848733744
144,-9.34988,35.21523,17.379733059548254
145,-8.91872,34.63776,18.62772758384668
146,-9.58491,35.12116,17.379733059548254
147,-9.24553,34.50936,18.62772758384668
148,-9.18589,35.28047,17.725160848733744
149,31.590536,102.660664,2.862580424366872
150,31.79891,101.30739,2.7330663928815877
151,32.18,101.84,4.809520876112251
152,24.977,91.9998,24.4280629705681
153,25.35,91.05,19.149705681040384
154,23.6729,97.7972,21.63085557837098
155,25.1154,91.6266,24.4280629705681
156,64.7628,25.5577,2.9351950718685837
157,65.1691,30.8655,1.5326625598904862
158,61.6565,29.0726,4.153230663928817
159,60.3353,34.7865,2.909753593429158
160,57.566,22.0262,8.33621492128679
161,62.8801,13.7006,1.7027515400410675
162,67.2759,17.8057,-2.896091718001369
163,68.725,22.1113,-1.236098562628337
164,69.4229,27.8658,-0.3508487337440108
165,68.8326,29.7204,-0.20590006844626957
166,68.2158,35.8348,-0.6007802874743328
167,56.22,46.569,3.592080766598221
168,55.8307,48.405,3.5589596167008892
169,54.1855,42.6728,5.378336755646817
170,52.8548,45.3901,4.958993839835729
171,56.12921,52.63548,3.2127446954141
172,59.6602,54.7959,1.0453182751540044
173,64.0527,54.946,-1.5285626283367553
174,46.9068585714,19.6555271429,12.339952087611223
175,62.4308,66.1218,-1.775530458590007
176,64.4118,61.344,-3.0772347707049965
177,59.9409,82.3004,-1.7638877481177275
178,66.1775,71.0234,-4.7875633127994535
179,68.6,86.5,-7.818624229979467
180,73.1354,86.2106,-10.349822039698836
181,24.0,90.0,25.486420260095827
182,25.0,77.0,25.60585900068446
183,34.0,71.33,19.29438740588638
184,32.9,53.3,17.143264887063655
185,37.0,43.0,17.900732375085557
186,43.3646,25.047,14.089911019849419
187,45.555,15.982,12.443744010951404
188,46.2543,14.7766,8.921279945242983
189,48.545705,18.78479,9.042101300479123
190,49.796,29.945,8.915003422313484
191,53.2307,25.6038,7.789007529089664
192,55.1429,23.9601,7.496379192334017
193,56.826108,24.309118,7.27100616016427
194,63.4837,-19.0212,4.386659822039699
195,59.92,10.71,5.065742642026009
196,53.2186,-7.61509,9.80592744695414
197,52.0,-4.0,9.484154688569474
198,46.3913,24.2256,10.380985626283367
199,40.97768,46.4737,15.793230663928815
200,40.886,69.211,15.623415468856948
201,53.59671,56.55937,3.5355509924709105
202,55.79592,49.11577,3.324681724845996
203,61.69744,133.98031,-8.759555099247091
204,55.48701,47.16298,3.946803559206023
205,46.566667,45.316667,12.043388090349076
206,61.972,94.689,-6.105407255304585
207,47.31225,126.55713,2.492854209445585
208,48.43426,134.79726,1.7385352498288844
209,70.498,157.853,-11.437138945927444
210,68.6436,170.045,-9.827891854893908
211,52.1228,-174.29,5.2032854209445585
212,63.4308,-170.272,-2.6115742642026016
213,69.3761,-52.864,-5.748713210130047
214,43.056218,41.159115,12.039418206707735
215,41.7047,46.558,14.029363449691992
216,42.2646,45.8096,3.3430869267624916
217,42.1328,47.0809,1.9125941136208078
218,41.5157,47.8951,9.753429158110881
219,42.4257,47.4388,9.941731690622861
220,43.5,45.5,13.556741957563315
221,27.9625,43.8525,24.11302532511978
222,31.1056,35.0179,20.795544147843945
223,32.2168,77.9596,-5.190622861054073
224,29.92002,80.63653,6.029849418206708
225,25.2954,90.462,23.356447638603697
226,22.8735,92.8208,20.854401095140314
227,32.1,102.36,2.3655920602327174
228,27.1606,87.5717,19.87109514031485
229,25.0,116.0,20.16750855578371
230,36.12,114.32,15.218418891170431
231,38.894904,102.246464,9.826078028747434
232,30.7416,100.983,3.1730663928815876
233,45.0,34.08,11.43775496235455
234,71.10828,94.29358,-8.962101300479125
235,44.59876,28.02769,13.402156057494865
236,43.565,42.2606,2.6464271047227923
237,54.5534,25.1054,7.107138945927447
238,50.73933,107.16939,0.5233880903490759
239,34.42237,50.32223,17.19637234770705
240,43.0,47.0,11.705537303216975
241,44.89776,43.1656,11.651806981519508
242,50.8998,88.0672,-3.1061738535249823
243,35.5457,102.819,6.413264887063654
244,39.0548,99.3112,1.646817248459959
245,52.32607,88.4344,1.4129774127310062
246,50.1347,86.8705,-4.189719370294319
247,37.08719,59.17574,11.736639288158798
248,51.7,94.36667,0.5655783709787823
249,43.88,87.38,11.006919917864478
250,-20.28,44.32,26.738966461327855
251,-13.2164,49.2402,25.062621492128677
252,-24.2,44.5,24.941998631074604
253,-19.9184,48.812,23.44540041067762
254,-23.9716,45.5937,22.304613278576316
255,-22.8,47.82,25.01334702258727
256,-15.4294,48.8102,22.114626967830255
257,-22.5582,43.8156,24.926201232032856
258,-24.9186,47.1357,22.595352498288843
259,-23.34,43.67,25.670410677618072
260,-20.8687,48.1108,22.553826146475018
261,24.6009,103.713,16.44852840520192
262,23.058,101.412,19.15498288843258
263,59.47403,29.71145,4.6309171800136895
264,-4.19948,35.2939,20.87208761122519
265,5.37869,37.2737,22.264250513347022
266,-4.62314,55.4503,27.491375770020536
267,51.6621,13.9407,10.653853524982887
268,52.0,10.0,10.038343600273786
269,42.3239,46.8267,8.501273100616016
270,16.6362,-92.7388,19.720903490759753
271,20.2274,-99.5564,16.137180013689253
272,4.54729,-54.0238,25.855660506502392
273,-23.1633,-62.1757,26.442908966461324
274,27.3429306,92.5104585,9.641745379876797
275,26.0991374,99.9416161,13.349425051334704
276,26.5536208,100.1396921,12.022388774811771
277,26.538056,99.91,12.022388774811771
278,26.5158555,99.2581092,11.03690622861054
279,26.4240223,98.8862088,11.023299110198495
280,25.6553283,100.1709288,14.62735112936345
281,25.5313657,100.4478932,15.065626283367557
282,25.9223745,99.0352884,12.567268993839836
283,25.8958633,100.0987848,13.349425051334704
284,27.3376444,92.4685696,9.641745379876797
285,24.1,109.75,20.473169062286107
286,23.7,109.0,21.385626283367557
287,23.95,108.0,20.041204654346338
288,7.12761,-77.574,25.980109514031486
289,26.8183,107.158,15.420793976728268
290,26.3259,107.102,15.030684462696785
291,25.60046,106.39604,17.734880219028064
292,27.8682,104.06,12.941444216290213
293,28.33,109.67,15.694154688569473
294,28.7318,109.756,16.37325119780972
295,26.6338,108.162,15.75565366187543
296,26.4966,109.046,16.041081451060915
297,25.6618,108.533,17.155783709787816
298,22.8049,105.165,19.413702943189595
299,25.44992,108.06107,17.24261464750171
300,26.263819,110.096687,16.813613963039018
301,25.7638,110.474,16.498459958932237
302,23.0399,114.814,22.621594798083507
303,23.8692,110.007,20.473169062286107
304,20.83,101.17,21.790698151950718
305,22.9856,105.024,19.413702943189595
306,25.5309,111.344,17.974113620807668
307,24.9754,112.326,17.704291581108826
308,19.72,-96.97,19.938692676249143
309,26.3817,86.2211,25.076762491444214
310,29.24,92.01,1.9880082135523613
311,25.7707,102.367,14.852272416153319
312,24.8709,100.711,15.994900752908967
313,24.7564,125.363,25.064312114989733
314,33.3805,126.5554,16.929288158795348
315,35.14,126.84,13.146577686516085
316,35.3,128.3,12.55694045174538
317,36.63,127.31,12.005852156057497
318,42.34,129.84,5.95482546201232
319,39.44,126.16,8.520006844626968
320,21.161961,94.897306,27.637488021902808
321,26.4336,94.9536,19.784626967830253
322,26.3241,94.3824,22.812498288843255
323,25.6841,93.8668,20.626228610540725
324,26.01396,94.04355,22.993326488706366
325,22.6138,92.6247,24.461622176591376
326,24.4409,93.3426,23.433045859000686
327,25.3836,94.0035,20.626228610540725
328,25.7317,93.0462,22.2931279945243
329,25.4779,93.71,20.626228610540725
330,25.098,93.7869,20.60413415468857
331,26.4492,94.5683,22.812498288843255
332,26.4715,94.7476,19.784626967830253
333,25.8581,94.6279,20.312505133470225
334,25.9996,94.4235,20.312505133470225
335,27.3323,86.3949,13.658815879534565
336,27.12147,87.04738,20.759541409993158
337,27.2703,87.8859,5.327481177275839
338,30.528,79.567,6.784038329911019
339,27.5389,87.6063,10.64107460643395
340,22.87125,92.9894633333,20.854401095140314
341,23.312,92.83,20.786646132785762
342,24.1523,94.2706,25.40955509924709
343,37.1935,-119.347,15.185722108145105
344,40.0799,-119.536,11.620574948665297
345,36.0007,-117.901,11.269952087611227
346,34.0,-101.0,17.110294318959617
347,36.0538,-118.679,15.280000000000001
348,35.356093,-116.438436,20.071129363449693
349,37.0,-114.0,17.02921971252567
350,38.0,-109.0,9.194366872005476
351,35.327,-117.163,18.820355920602328
352,33.9479,-116.772,16.903182751540044
353,33.5324,-116.691,16.604873374401095
354,33.3148,-116.515,21.170862422997946
355,33.3184,-116.939,16.604873374401095
356,34.1,-118.11,17.54928131416838
357,35.7653,-110.535,12.586509240246405
358,31.7973,-111.995,21.224715947980837
359,28.654,-108.326,14.442436687200548
360,26.4348,-107.379,18.030273785078716
361,31.15211,-110.06212,17.208904859685145
362,28.5,-110.0,24.24807665982204
363,27.8685,-108.437,14.708370978781657
364,27.5648,-107.154,14.917741273100615
365,30.0,-111.0,21.473613963039014
366,26.4522,-108.981,25.649589322381928
367,22.4099,-104.467,19.132737850787134
368,21.954,-104.062,19.451519507186855
369,18.8854,-98.893,18.05262149212868
370,20.1554,-97.5556,19.511533196440794
371,23.1584,-103.983,16.37396988364134
372,24.73,98.9,17.562840520191653
373,25.435,100.178,14.62735112936345
374,25.344026,99.112244,14.65876796714579
375,23.5,99.33,18.667063655030802
376,23.475,99.865,18.16798083504449
377,25.22482,99.046326,16.95715947980835
378,22.67753,102.851673333,19.477316906228612
379,23.2074,101.886,19.080910335386722
380,26.4,101.0,16.226824093086925
381,24.469,100.073,17.178822724161535
382,23.555104,105.70091,18.505722108145108
383,23.446095,105.416304,18.505722108145108
384,26.0,102.0,18.282470910335388
385,25.7,102.5,15.105927446954142
386,27.574,103.646,12.988945927446956
387,25.646902,99.684187,14.65876796714579
388,24.405,103.441,16.44852840520192
389,24.278,103.759,16.44852840520192
390,23.9,104.15,17.20854893908282
391,25.2,102.12,16.804277891854895
392,23.4674,102.228,18.312361396303903
393,23.05,103.4,18.366618754277894
394,22.87312,103.306087,18.366618754277894
395,23.591,103.733,16.911950718685834
396,24.6,102.4,16.52917864476386
397,24.133878,101.498795,18.11694045174538
398,26.9,99.9,10.720629705681041
